id,title,avgvote,releaseyear,tagline,budget,revenue,genres
"9905","Shallow Grave","7.5","1994","The award winning thriller that'll bury you with laughs.","2500000","19800000","Comedy|Suspense|Thriller"
"10464","Corrina, Corrina","5.4","1994",,,,"Comedy|Drama|Family|Romance"
"49538","X-Men: First Class","6.8","2011","Witness the moment that will change our world.","160000000","353624124","Action|Adventure|Science Fiction"
"16577","Astro Boy","6.1","2009","Have a blast.","10000000","19551067","Action|Animation|Family|Science Fiction"
"9906","The Ant Bully","5.6","2006","The battle for the lawn is on.","50000000","55200000","Adventure|Animation|Comedy"
"10466","The Money Pit","6.6","1986","For everyone who's ever been deeply in Love or deeply in debt.","10000000","54999651","Comedy|Romance"
"4953","Be Kind Rewind","6.2","2008","You name it, we shoot it.","20000000","30600000","Comedy|Drama"
"9907","Barnyard","5.3","2006","What happens in the barn stays in the barn","51000000","116500000","Animation|Comedy|Family"
"165904","Special 26","8.0","2013","Real is Fake & Fake is Real","7100000","18000000","Crime|Drama|Thriller"
"10468","28 Days","5.9","2000","The Life of the Party... before she got a life.","43000000","62198945","Drama|Romance"
"4954","Drop Zone","5.6","1994","Taking crime to new heights","45000000","28735315","Action|Adventure|Suspense|Thriller"
"9909","Dangerous Minds","6.2","1995","She Broke the Rules... And Changed Their Lives.","23000000","179519401","Crime|Drama"
"10471","Next Friday","7.9","2000","The suburbs make the hood look good.","11000000","59800000","Comedy"
"165","Back to the Future Part II","6.7","1989","Roads? Where we're going, we don't need roads!","40000000","332000000","Action|Adventure|Comedy|Family|Science Fiction"
"990","The Hustler","7.6","1961","They called him Fast Eddie. He was a winner. He was a loser. He was a hustler.","2000000","7600000","Drama|Sport"
"4958","The Legend of Bagger Vance","6.2","2000","It Was Just A Moment Ago.","80000000","39459427","Drama|Fantasy|Science Fiction"
"10473","DragonHeart 2 - A New Beginning","7.2","2000",,,,"Action|Adventure|Comedy|Fantasy"
"166076","Superman: Unbound","6.6","2013","The machine is coming",,"2915767","Action|Adventure|Animation"
"9910","Two for the Money","5.8","2005","How Much Will You Risk?","35000000","30526509","Comedy|Crime|Drama|Sport|Thriller"
"4959","The International","5.7","2009","Is your money making a killing?","50000000","60161391","Action|Adventure|Crime|Mystery|Thriller"
"10474","The Basketball Diaries","7.1","1995","The true story of the death of innocence and the birth of an artist.","2000000","2381087","Crime|Drama|Sport"
"9912","The World's Fastest Indian","7.5","2005",,"25000000","18300000","Drama|Indie"
"16608","The Proposition","7.6","2005","This land will be civilized.","2000000","5048693","Action|Adventure|Crime|Drama|Thriller|Western"
"4960","Synecdoche, New York","7.3","2008",,"20000000","4383538","Drama"
"104755","The Lords of Salem","4.8","2013","We've been waiting... we've always been waiting","1500000","1165882","Horror|Thriller"
"9913","The Skeleton Key","6.5","2005","Fearing Is Believing","43000000","93983911","Drama|Horror|Mystery|Thriller"
"16614","Adventureland","6.2","2009","Nothing brings people together like a crappy summer job.","9800000","17200000","Comedy"
"10476","Hustle & Flow","6.9","2005","The music will inspire them. The dream will unite them. This summer get crunk.","8000000","23563727","Drama|Indie|Musical"
"4961","Mimic","5.7","1997","For thousands of years, man has been evolution's greatest creation... until now.","30000000","25480490","Horror|Science Fiction|Thriller"
"9918","Glory Road","6.2","2006","The incredible story of the team that changed the game forever.",,"42647449","Drama"
"10477","Driven","5.2","2001","Get ready for the race of your life.","94000000","54744738","Action|Adventure|Drama|Thriller"
"9919","How to Lose a Guy in 10 Days","6.1","2003","One of them is lying. So is the other.","50000000","177500000","Comedy|Romance"
"16617","Mindhunters","6.6","2004","For seven elite profilers, finding a serial killer is a process of elimination. Their own.","27000000","21100000","Crime|Mystery|Thriller"
"4964","Knocked Up","5.9","2007","Save the due date.","30000000","219900000","Comedy|Drama|Romance"
"10478","Tin Cup","6.2","1996","Golf Pro. Love Amateur.","45000000","53854588","Comedy|Drama|Romance|Sports Film"
"9920","Ultraviolet","5.6","2006","The blood war is on.","30000000","31100000","Action|Science Fiction|Thriller"
"4965","Impostor","6.3","2001","In the Future, not everyone is who they seem to be.","40000000","8694320","Action|Science Fiction|Thriller"
"16619","Ordinary People","8.3","1980","Everything is in its proper place...except the past.","6000000","54766923","Drama"
"10479","Rules of Engagement","5.5","2000","A hero should never have to stand alone.","60000000","71000000","Action|Adventure|Drama|History|War"
"9922","The Postman","6.9","1997","The year is 2013. One man walked in off the horizon and hope came with him.","80000000","17600000","Action|Adventure|Drama|Science Fiction"
"4967","Keeping the Faith","6.4","2000","If you have to believe in something, you may as well believe in love.","30000000","59945183","Comedy|Drama|Romance"
"10480","Nurse Betty","5.5","2000",,"24000000",,"Comedy|Crime|Indie|Thriller"
"16620","La Bamba","6.6","1987","Born into poverty. Destined for stardom. He lived the American dream.","6500000","54215416","Drama|Musical"
"9923","Domino","6.3","2005","Heads You Live... Tails You Die.","50000000","22900000","Action|Crime"
"10481","102 Dalmatians","4.6","2000","Meet Two Unlikely Heroes With A Bone To Pick.","85000000","183611771","Comedy|Family"
"496","Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan","6.1","2006","Come to Kazakhstan, it's nice!","18000000","262600000","Comedy"
"9927","The Ringer","5.6","2005","A young guy's only option to erase a really bad debt is to rig the Special Olympics by posing as a contestant.",,"40442437","Comedy|Sport"
"166271","Haunter","6.0","2013",,,,"Horror|Mystery|Thriller"
"10483","Death Race","5.9","2008","Get ready for a killer race.","45000000","76000000","Action|Science Fiction|Thriller"
"49706","Dream Home","6.6","2010","In a cut-throat property market, she'd kill for a harbour view.",,"378600","Horror"
"9928","Robots","5.8","2005","You can shine no matter what you're made of.","75000000","262511490","Animation|Comedy|Family|Science Fiction"
"16633","Somewhere in Time","6.6","1980","Beyond fantasy. Beyond obsession. Beyond time itself... he will find her.","5100000",,"Drama|Fantasy|Romance|Science Fiction"
"10485","Ghost Dad","4.5","1990",,"24000000","24700000","Comedy|Family|Fantasy"
"9929","Asterix and Cleopatra","6.7","1968",,,,"Adventure|Animation|Comedy|Family"
"4970","Gothika","5.9","2003","Because someone is dead doesn't mean they're gone.","40000000","141591324","Horror|Thriller"
"10488","Nim's Island","5.6","2008","Your adventure starts here.","37000000","100104565","Adventure|Comedy|Family|Fantasy"
"992","Sherlock, Jr.","8.4","1924",,,,"Comedy|Drama|Fantasy|Mystery"
"166424","The Fantastic Four","6.9","2015",,"120000000","167977596","Action|Adventure|Fantasy|Science Fiction"
"49730","Red Riding Hood","5.5","2011","Who's afraid?","42000000","89162162","Thriller"
"10489","Cujo","5.9","1983","Now there's a new name for terror...","5000000","21200000","Horror|Thriller"
"9932","Analyze That","6.0","2002","Back in therapy","60000000","55003135","Comedy|Crime"
"4977","Paprika","7.4","2006","This is your brain on anime.",,"946590","Animation|Drama|Mystery|Science Fiction"
"10491","Enigma","7.7","2001","Unlock the secret.",,"15705007","Action"
"16642","Days of Heaven","8.2","1978","Your eyes... Your ears... Your senses... will be overwhelmed.","3000000","3700000","Drama|Romance"
"99367","Date and Switch","5.7","2014","Love's all about finding the right combination.",,,"Comedy"
"10493","Dead Calm","6.5","1989","High seas. Deep terror. Try to stay calm.","10400000","7825000","Drama|Thriller"
"49787","The Reef","5.5","2010","Pray That You Drown First",,,"Drama|Horror|Thriller"
"993","Sleuth","8.0","1972","If it was murder, where's the body?","3500000","5750000","Mystery|Thriller"
"16643","Life or Something Like It","5.3","2002",,"40000000","16872671","Comedy|Drama|Romance"
"10494","Perfect Blue","7.6","1997","The color of illusion is Perfect Blue.","830000","112536","Animation|Thriller"
"4978","An American Tail","6.7","1986","Meet Fievel. In his search to find his family, he discovered America.","9000000","84542002","Adventure|Animation|Drama|Family"
"9942","Major League","6.4","1989","A comedy with bats and balls.","11000000","75000000","Comedy|Sport"
"10495","The Karate Kid, Part III","5.7","1989","First it was teacher to student. Then it was father to son. Now, it's man to man.","12500000","38956288","Action|Drama|Family"
"1665","Last Days","4.6","2005","Rock and roll will never die.","5000000","1900000","Drama|Indie"
"49797","I Saw the Devil","7.6","2010","Abandon all compassion.","6000000","12900000","Horror|Thriller"
"9944","The Pelican Brief","6.4","1993","Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.","45000000","195268056","Action|Crime|Drama|Mystery|Thriller"
"10497","Bitter Moon","6.7","1992","A kinky voyage with a full head of steam.","5000000","1862805","Drama|Romance|Thriller"
"9945","Vampires","6.4","1998","From the Master of Evil. Comes a New Breed of Terror","20000000","20308772","Action|Drama|Fantasy|Horror|Thriller"
"166666","3096 Days","6.6","2013","The story of Natasha Kampusch",,"6677474","Crime|Drama"
"497","The Green Mile","7.6","1999","Miracles do happen.","60000000","286801374","Crime|Drama|Fantasy"
"10498","Point of No Return","6.1","1993","The Government gave her a choice. Death. Or life as an assassin. Now, there's no turning back",,"30038362","Action|Adventure|Thriller"
"1049","Sommersby","6.1","1993",,"30000000","140081992","Drama|Mystery|Romance|Thriller"
"1666","The Bridge","6.5","2006",,"25000","179780","Documentary"
"4982","American Gangster","6.9","2007","There are two sides to the American dream.","100000000","266500000","Crime|Drama"
"104","Run Lola Run","7.1","1998","Every second of every day you're faced with a decision that can change your life.","1530000","7267585","Action|Drama|Thriller"
"49849","Cowboys & Aliens","5.5","2011","First Contact. Last Stand.","163000000","174822325","Action|Science Fiction|Thriller|Western"
"105001","Iceman","4.4","2014",,"25477000","26033917","Action|Adventure|Comedy|Fantasy|History|Science Fiction"
"9946","End of Days","6.3","1999","Prepare for the end.","100000000","212000000","Action|Adventure|Drama|Fantasy|Horror|Thriller"
"1667","March of the Penguins","6.0","2005","In the harshest place on earth love finds a way.","8000000","127392693","Documentary|Family"
"10501","The Road to El Dorado","6.5","2000","They came for the gold... they stayed for the adventure.","95000000","76400000","Adventure|Animation|Comedy|Family"
"9947","Elektra","5.1","2005","Looks can kill","43000000","56681566","Action"
"49948","Fantasia 2000","6.7","1999",,"80000000","60655420","Animation|Family|Fantasy|Music|Science Fiction"
"166822","Big Ass Spider!","5.4","2013",,,,"Science Fiction"
"10502","The Man Without a Face","5.0","1993",,,"24760338","Drama"
"9948","The Fox and the Hound 2","4.8","2006","Old Friends New Adventure","24000000",,"Adventure|Animation|Comedy|Family"
"49950","The Roommate","6.1","2011","2,000 colleges. 8 million roommates. Which one will you get?","16000000","52545707","Drama|Horror|Thriller"
"10503","Happy-Go-Lucky","6.4","2008",,,"18696602","Comedy|Drama"
"16690","Return to Never Land","6.2","2002","The Classic Continues","20000000","109862682","Adventure|Animation|Family|Fantasy"
"994","Straw Dogs","7.8","1971","No good, no bad, no justice.","2200000","3251794","Crime|Drama|Mystery|Thriller"
"49953","A Turtle's Tale: Sammy's Adventures","7.0","2010","He's Turtly Amazing",,"71594792","Animation|Family"
"105077","Battlestar Galactica: The Plan","6.7","2009","They have a plan!",,,"Action|Adventure|Drama|Science Fiction"
"9950","Find Me Guilty","6.6","2006",,"13000000","2636637","Action|Comedy|Crime|Drama"
"1669","The Hunt for Red October","6.9","1990","Invisible. Silent. Stolen.","30000000","200500000","Action|Adventure|Thriller"
"10510","Miracle on 34th Street","6.9","1994","If you really believe, anything can happen.",,"46264384","Drama|Family|Fantasy"
"4995","Boogie Nights","6.8","1997","Everyone has one special thing.","15000000","43101594","Drama"
"9952","Rescue Dawn","6.6","2006","A true story of survival... declassified.","10000000","7177143","Adventure|Drama|War"
"10511","In America","7.3","2002",,,,"Drama|Foreign|Romance"
"50014","The Help","7.2","2011","Change begins with a whisper.","25000000","216600000","Drama"
"166","La Boum","7.4","1980",,,,"Comedy|Drama|Romance"
"9953","A Love Song for Bobby Long","6.2","2004","The heart is a lonely hunter.",,"1841260","Drama"
"10513","Plan 9 from Outer Space","5.9","1959","Unspeakable Horrors From Outer Space Paralyze The Living And Resurrect The Dead!","60000",,"Horror|Science Fiction"
"5001","Before Night Falls","6.9","2000",,,"8524534","Drama"
"167032","Curse of Chucky","5.5","2013","Fear has a new home","5000000","3800000","Horror|Thriller"
"10514","The Andromeda Strain","6.6","1971","The picture runs 130 minutes!... The story covers 96 of the most critical hours in man's history!... The suspense will last through your lifetime!","6500000","12376563","Drama|Science Fiction|Suspense|Thriller"
"9954","The Covenant","5.2","2006","Only the power of Hell can help them.","20000000","37597471","Action|Adventure|Fantasy|Horror|Science Fiction|Thriller"
"10515","Castle in the Sky","7.5","1986",,"3000000","5228752","Action|Adventure|Animation|Family|Fantasy|Romance"
"500","Reservoir Dogs","7.5","1992","Every dog has his day.","1200000","2859750","Crime|Thriller"
"9955","Blades of Glory","5.4","2007","Kick Some Ice.","53000000","118200000","Action|Comedy|Drama|Sports Film"
"16710","Meet the Browns","6.8","2008","Check your baggage at the door.","20000000","41975388","Comedy|Drama|Romance"
"10516","The Gendarme and the Creatures from Outer Space","7.0","1978",,,,"Comedy|Science Fiction"
"99579","Farewell, My Queen","6.1","2012",,,"5297232","Drama|History"
"50135","Animals United","5.8","2011",,,,"Animation|Comedy|Family"
"16716","A Christmas Carol","7.2","1999",,,,"Drama|Fantasy|Holiday"
"10518","Marathon Man","7.4","1976","One man's dangerous attempts to clear his father's name.","6500000","21709020","Thriller"
"9957","The Benchwarmers","5.6","2006","Get off the bench and get into the game.",,,"Comedy|Sport"
"501","Grizzly Man","6.6","2005",,,,"Documentary"
"1051","The French Connection","6.5","1971","Doyle is bad news - but a good cop.","1800000","41200000","Action|Crime|Thriller"
"167449","The Guillotines","5.3","2012",,"15000000","5290","Action|Adventure|Drama|History"
"9959","Freedomland","5.8","2006","The Truth Is Hiding Where No One Dares To Look.","37665000","14655628","Crime|Drama|Mystery|Thriller"
"105210","Thermae Romae","5.9","2012",,,,"Comedy|Science Fiction"
"50204","Burke & Hare","7.1","2010","No Job Too Small. No Body Too Big. No Questions Asked.","10000000","4791599","Comedy|Drama|Thriller"
"995","Stagecoach","6.4","1939","John Ford’s smash hit and enduring Masterpiece! Thrills! Thrills! Thrills! See - The Apache Attack! Charge of the Cavalry! Fight to the Death On the Last Frontier of Wickedness!","531374","1103757","Adventure|Western"
"167575","Hatchet III","5.4","2013","Victor Crowley Lives Again",,,"Action|Comedy|Horror|Thriller"
"10521","Bride Wars","5.5","2009","May the best bride win","30000000","115375850","Comedy"
"9962","The Good Girl","5.5","2002","It's her last best chance... is she going to take it?","8000000","16900000","Comedy|Drama|Romance"
"50217","From Prada to Nada","5.0","2011","A riches to rags story.",,"4072098","Comedy|Drama|Romance"
"10523","W.","5.6","2008","W.","25100000","29506464","Drama|History"
"167581","Free Fall","7.1","2013",,,,"Drama|Romance"
"9963","Premonition","6.0","2007","Reality is only a nightmare away","20000000","84297309","Drama|Fantasy|Mystery|Science Fiction|Thriller"
"10527","Madagascar: Escape 2 Africa","6.0","2008","Still together. Still lost!","150000000","603900000","Adventure|Animation|Family"
"50275","The Pirate Bay: Away From Keyboard","6.7","2013","TPB AFK",,"34664","Documentary"
"9964","Bad Taste","6.6","1987",,"150000",,"Action|Comedy|Horror|Science Fiction"
"16759","Five Minutes of Heaven","6.9","2009","To face the future, they must face the past.",,"364355","Crime|Drama|Indie|Thriller"
"10528","Sherlock Holmes","6.7","2009","Nothing escapes him.","90000000","524028679","Action|Adventure|Comedy|Crime|Drama|Mystery|Thriller"
"9965","Wake Up, Ron Burgundy: The Lost Movie","5.9","2004","the Adventure Continues...",,,"Comedy"
"50321","Mars Needs Moms","5.9","2011","Mom needs a little space.","150000000","39000000","Adventure|Animation|Comedy|Family|Science Fiction"
"10529","Outlander","6.7","2008","It destroyed his world. He won't let it destroy ours.","50000000","7033683","Action"
"1677","Ray","6.9","2004","The extraordinary life story of Ray Charles. A man who fought harder and went farther than anyone thought possible.","40000000","124700000","Drama"
"9966","The Messengers","5.7","2007","There is evidence to suggest that children are highly susceptible to paranormal phenomena. They see what adults cannot. They believe what adults deny. And they are trying to warn us.","16000000","55060212","Drama|Horror"
"1052","Blow-Up","6.9","1966","Michelangelo Antonioni's first British film","1800000",,"Crime|Drama|Mystery|Thriller"
"9968","The Big White","7.2","2005","When you need somebody, anybody will do.","14000000","541840","Comedy|Crime|Drama"
"50348","The Lincoln Lawyer","6.5","2011","This Case is a Dangerous Game of Life and Death","40000000","85412898","Crime|Drama|Thriller"
"16781","Madea's Family Reunion","5.9","2006",,"6000000","63368939","Comedy|Drama|Romance"
"10530","Pocahontas","6.3","1995","An American legend comes to life.","55000000","346100000","Adventure|Animation|Drama|Family"
"9969","Deck The Halls","5.1","2006",,"51000000","47231070","Comedy|Family|Holiday"
"10533","The Scarlet Letter","5.3","1995","When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.","50000000","10382407","Drama|History|Romance"
"1678","Godzilla","6.9","1954","It's Alive!","900000","2250000","Horror|Science Fiction"
"996","Double Indemnity","7.0","1944","From the Moment they met it was Murder!","927262","2500000","Drama|Film Noir|Mystery|Thriller"
"10534","White Squall","6.5","1996",,"38000000","10300000","Action|Drama"
"9972","Lock Up","7.5","1989",,"24000000","22099847","Action|Adventure|Crime|Drama|Thriller"
"167963","Thesis on a Homicide","6.8","2013",,,,"Suspense|Thriller"
"50357","Apollo 18","4.9","2011","There's a reason we've never gone back to the moon.","5000000","25562924","Horror|Science Fiction|Thriller"
"10535","Spy Hard","6.6","1996",,"18000000","27000000","Action|Comedy"
"9973","Air Buddies","6.0","2006",,"9000000",,"Comedy|Family|Science Fiction"
"167","K-PAX","6.8","2001","Change the way you look at the world.","48000000","50315140","Drama|Science Fiction"
"9975","Curious George","6.2","2006","Get Carried Away With The Cutest Little Monkey Around!","50000000","69834815","Adventure|Animation|Comedy|Family"
"10536","The Italian Job","7.8","1969","Introducing the plans for a new business venture: The Italian Job.","3000000",,"Action|Comedy|Crime|Thriller"
"50359","Hop","5.6","2011","Candy, chicks and rock 'n' roll.","63000000","183953723","Animation|Comedy|Family"
"99770","Astérix and Obélix: God Save Britannia","5.2","2012",,"61000000","61319383","Adventure|Comedy|Family"
"10537","The Doors","7.0","1991","The Ultimate Story of Sex, Drugs & Rock 'N' Roll","38000000","34416893","Drama|Musical"
"16804","Departures","7.1","2008",,,"69932387","Drama|Musical"
"9978","Stormbreaker","4.4","2006",,"40000000","23900000","Action|Adventure|Family"
"10538","Passenger 57","5.7","1992","He's an ex-cop with a bad mouth, a bad attitude, and a bad seat. For the terrorists on flight 163 . . . he's very bad news.","15000000","44065653","Action|Adventure|Thriller"
"50388","King of Thorn","7.1","2009",,,,"Animation|Fantasy|Science Fiction"
"168055","Love Is in the Air","5.3","2013",,,"7636","Comedy|Romance"
"9980","Maximum Overdrive","5.9","1986","Stephen King's masterpiece of terror directed by the master himself.","10000000","7400000","Action|Drama|Horror|Science Fiction"
"10539","James and the Giant Peach","5.8","1996","Adventures this big don't grow on trees.","38000000","28946127","Adventure|Animation|Family"
"9981","Kicking & Screaming","6.2","2005","One man could lead this team to glory. . . That man was busy","45000000","56070433","Comedy|Family|Sports Film"
"5038","Vicky Cristina Barcelona","6.5","2008","Life is the ultimate work of art","15000000","96409300","Drama|Romance"
"168138","The Last Days","5.3","2013",,,,"Adventure|Science Fiction|Thriller"
"10540","Outland","6.6","1981","On Jupiter's moon something deadly is happening.","18000000","17374595","Science Fiction"
"9982","Chicken Little","5.4","2005","When it comes to saving the world, it helps to be a little chicken.","150000000","314400000","Animation|Comedy|Family"
"10543","Fear","6.0","1996","Together forever. Or else.",,,"Drama|Romance|Thriller"
"168259","Fast & Furious 7","8.8","2015",,"190000000","1515400000","Action|Crime|Thriller"
"503","Poseidon","5.3","2006","Mayday","160000000","181700000","Action|Adventure|Drama|Thriller"
"99861","Avengers: Age of Ultron","7.7","2015",,"365000000","1405403694","Action|Adventure|Fantasy|Science Fiction"
"10544","Ned Kelly","6.5","2003",,,"6585516","Action|Adventure|Drama|History"
"1683","The Reaping","5.8","2007","Heaven or Hell. Good or Evil. Now or Never.","40000000","62771059","Horror"
"9986","Charlotte's Web","5.7","2006","Something unexpected, unbelievable, unforgettable.","85000000","144000000","Comedy|Family|Fantasy"
"50456","Hanna","6.3","2011","Adapt or die.","30000000","63782078","Action|Adventure|Thriller"
"10545","The Hunchback of Notre Dame","6.3","1996","Join The Party","100000000","325300000","Animation"
"9988","Beerfest","6.9","2006","Prepare for the ultimate chug of war.","17500000","19179969","Comedy"
"168530","Ride Along","6.3","2014","Propose to this cop's sister? Rookie mistake.","25000000","153997819","Action|Comedy"
"10546","The Crow: City of Angels","7.0","1996","Believe in the power of another","13000000","17917287","Action|Fantasy|Indie|Thriller"
"9989","AntiTrust","5.6","2001","Truth can be dangerous...Trust can be deadly.","30000000","18200000","Action|Crime|Drama|Suspense|Thriller"
"50479","Avalon High","6.4","2010",,,,"Drama|Family|Fantasy"
"10547","The Arrival","6.4","1996","The greatest danger facing our world has been the planet's best kept secret... until now.","25000000","14063331","Action|Mystery|Science Fiction|Thriller"
"16858","All That Jazz","8.4","1979","All that work. All that glitter. All that pain. All that love. All that crazy rhythm. All that jazz.","12000000","37823676","Drama|Music"
"9991","Mean Machine","6.5","2001","It's Not Just About Football, It's About Pride Inside!",,,"Comedy|Drama|Sports Film"
"10549","Hamlet","6.9","1996",,"18000000","4700000","Drama"
"504","Monster","6.9","2003","Based on a true story.","8000000","60400000","Crime|Drama"
"9992","Arthur and the Invisibles","5.6","2006","Adventure awaits in your own backyard.","86000000","107944236","Adventure|Animation|Family|Fantasy"
"16859","Kiki's Delivery Service","7.3","1989","I was feeling blue, but I'm better now.","6900000","4493017","Animation"
"10555","Shark Tale","5.7","2004","The story of what happens when one little fish tells a great white lie...","75000000","367300000","Action|Animation|Comedy|Family"
"9994","The Great Mouse Detective","6.4","1986","London's crime-fighting ace on his most baffling case!","14000000","38600000","Animation|Family"
"50544","Friends With Benefits","6.0","2011","Some friends come with a happy ending.","35000000","149500000","Comedy"
"10559","Frequency","6.9","2000","The future is listening.","31000000","68106245","Crime|Drama|Science Fiction|Thriller"
"1685","Beneath the Planet of the Apes","6.5","1970","An army of civilized apes...A fortress of radiation-crazed super humans...Earth's final battle is about to begin - Beneath the atomic rubble of what was once the city of New York!","3000000","18999718","Adventure|Mystery|Science Fiction"
"9997","Gabriel","5.5","2007","Far From Grace","200000","1395610","Action|Fantasy|Horror|Science Fiction"
"10560","Center Stage","6.6","2000","Life doesn't hold tryouts.","29000000","26400000","Drama|Music"
"99","All About My Mother","6.9","1999","Part of every woman is a mother/actress/saint/sinner. And part of every man is a woman.","8272296","67872296","Comedy|Drama"
"16866","Planet 51","5.9","2009","Something strange is coming to their planet...Us!","70000000","104945765","Adventure|Animation|Comedy|Family|Science Fiction"
"50546","Just Go With It","6.4","2011","Sometimes a guy's best wingman... is a wingwoman","80000000","214945591","Comedy"
"10562","Under Suspicion","5.9","2000",,"25000000","1308242","Mystery|Suspense|Thriller"
"10564","Where The Heart Is","6.1","2000","Laughter is harder... Friendship is stronger... Trust is deeper... When it comes from the heart.","15000000","33800000","Comedy|Drama|Romance"
"168672","American Hustle","7.1","2013","Everyone Hustles To Survive","40000000","251171807","Crime|Drama"
"10567","Dinosaur","6.2","2000","You have never seen anything like this.","127500000","354248063","Animation|Family"
"168676","Company of Heroes","5.3","2013",,,,"Action|War"
"10569","Small Time Crooks","6.7","2000","They took a bite out of crime","25000000","29900000","Action|Comedy|Crime|Indie"
"16869","Inglourious Basterds","7.4","2009","Once upon a time in Nazi occupied France...","70000000","321457747","Action|Drama|Thriller|War"
"10576","Psycho II","6.5","1983","It's 22 years later, and Norman Bates is finally coming home.","5000000","34725000","Horror|Suspense|Thriller"
"168705","BloodRayne","4.3","2005","Revenge never tasted so sweet.","25000000","3650275","Action|Adventure|Fantasy|Horror"
"10577","Dracula 2000","4.8","2000","The Most Seductive Evil of All Time Has Now Been Unleashed in Ours.","28000000","47053625","Horror"
"16871","Drag Me to Hell","6.2","2009","Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell.","30000000","90810892","Horror|Thriller"
"50601","5 Days of War","6.1","2011","Their only weapon is the truth.","20000000","87793","Action|Drama|Romance|Thriller"
"10585","Child's Play","6.3","1988","Chucky is one mean S.O.B.","9000000","44196684","Horror|Thriller"
"16873","Battle for Terra","6.6","2007","Their world is mankind's only hope for survival.","4000000","6101046","Action|Adventure|Animation|Family"
"50619","The Twilight Saga: Breaking Dawn - Part 1","5.7","2011","Forever is just the beginning","110000000","712171856","Adventure|Fantasy|Romance"
"10586","The Ghost and the Darkness","7.3","1996","Prey For The Hunters","50000000","38619405","Action|Adventure|Drama|History|Thriller"
"1687","Escape from the Planet of the Apes","6.7","1971","Meet baby Milo who has Washington terrified.","2500000","12400000","Action|Science Fiction"
"50620","The Twilight Saga: Breaking Dawn - Part 2","5.9","2012","The epic finale that will live forever","120000000","829747654","Adventure|Drama|Fantasy|Romance"
"10587","Police Academy 4: Citizens on Patrol","5.1","1987","On land, on sea, or in the air, no place is safe from them!","17000000","76800000","Action|Comedy|Crime"
"16889","Revenge of the Nerds II: Nerds in Paradise","6.4","1987","They're Back!",,"22642033","Comedy"
"50646","Crazy, Stupid, Love.","6.7","2011","This is stupid","50000000","145079584","Comedy|Drama|Romance"
"10588","Dr. Seuss' The Cat in the Hat","5.5","2003","Don't mess with the hat.","109000000","133800000","Comedy|Family|Fantasy"
"1688","Conquest of the Planet of the Apes","6.5","1972","All new! The revolt of the apes. The most awesome spectacle in the annals of science fiction!","1700000","9700000","Action|Science Fiction"
"50647","Wanderlust","5.3","2012","Leave your baggage behind","35000000","24200000","Comedy|Romance"
"10589","After the Sunset","6.0","2004","Who will walk away?","60000000","61300000","Action|Comedy|Crime|Drama"
"16899","Easy Virtue","6.7","2008","Let's Misbehave!",,,"Comedy|Drama|Romance"
"50671","The Resident","5.3","2011","She Thought She Was Living Alone","20000000",,"Mystery|Thriller"
"168","Star Trek IV: The Voyage Home","6.9","1986","The key to saving the future can only be found in the past.","24000000","133000000","Adventure|Science Fiction"
"10590","We Were Soldiers","6.7","2002","400 U.S paratroopers. 4000 Vietnamese soldiers. 12 000 miles away from home. 1 man led them into battle.","75000000","114660784","Action|History|War"
"50674","The Lost Future","5.0","2010",,,,"Adventure|Fantasy|Science Fiction"
"169020","Vive la France","5.8","2013",,,,"Comedy"
"10591","The Girl Next Door","6.0","2004","Matt never saw her coming... but all his friends had!","21000000","31635150","Comedy|Romance"
"50698","Grave Encounters","6.4","2011","They Were Searching For Proof.  They Found it.","1000000",,"Horror|Thriller"
"10592","Hart's War","6.1","2002","Beyond Courage, Beyond Honor.","70000000","32287044","Drama|War"
"506","Marnie","7.9","1964","Thief... Liar... Cheat... she was all of these and he knew it!","2135000","7000000","Crime|Drama|Mystery|Suspense|Thriller"
"10596","Replicant","5.0","2001",,"17000000","894844","Action|Adventure|Science Fiction|Thriller"
"105","Back to the Future","7.4","1985","He's the only kid ever to get into trouble before he was born.","19000000","381109762","Adventure|Comedy|Family|Science Fiction"
"50723","Naruto Shippuden the Movie: The Lost Tower","8.4","2010",,,"8500000","Action|Animation|Comedy"
"50725","Take Me Home Tonight","7.1","2011","Best. Night. Ever.","19000000","6900000","Comedy"
"10601","Peter Pan","6.7","2003","All children grow up except one.","100000000","121975011","Adventure|Family|Fantasy"
"16907","Naruto the Movie: Ninja Clash in the Land of Snow","6.3","2004",,,"17400000","Action|Adventure|Animation|Drama|Fantasy"
"5072","Severance","6.2","2006","The Company Is Making Cutbacks",,"5515163","Comedy|Horror|Thriller"
"106021","Erased","5.5","2012","Be careful who you work for.","12000000",,"Action|Thriller"
"1690","Hostel","5.8","2005","Welcome To Your Worst Nightmare","4800000","81979826","Horror"
"50780","The Beaver","5.7","2011","He's here to save Walter's life.","21000000","970816","Drama"
"106035","The Shining","6.7","1997","110 empty hotel rooms - filled with horror!",,,"Drama|Horror|Thriller"
