id,name,birthyear,deathyear
15515,Robert Phalen,1937,
155209,Matthew Morrison,1978,
15521,Ernest R. Dickerson,1951,
155236,David Bailey,1933,2004
155267,Chris Miller,1975,
155283,Klea Scott,1968,
155308,Carl Gilliard,1958,
15531,Ossie Davis,1917,2005
15532,Ruby Dee,1924,
15533,Olivier Martinez,1966,
155357,Ami Canaan Mann,,
155358,David Labiosa,1961,
155403,Paul Vogt,1964,
155422,Sarah Ramos,1991,
155423,Tom Verica,1964,
15543,Derek Luke,1974,
15544,Bonnie Henna,1979,
155456,Neal Matarazzo,1962,
155492,Ashley Crow,1960,
155527,Simon Greenall,1958,
155530,Rebecca Front,1965,
155531,Joe Cornish,1968,
155532,Adam Buxton,1969,
15555,Piper Perabo,1976,
155560,Rod McLachlan,1960,
15556,Rebecca Hall,1982,
15557,Bill Condon,1955,
155595,Jenna Lamia,1975,
155621,Renee Olstead,1989,
15563,Anika Noni Rose,1972,
155649,Joel Murray,1963,
15564,Keith Robinson,1976,
15565,Jennifer Hudson,1981,
15566,Sharon Leal,1972,
15567,Hinton Battle,1956,
155681,Vince Neil,1961,
155687,Nicole Randall Johnson,1973,
155692,Chip Chinery,1964,
155743,James Lesure,1975,
15576,Matthew Macfadyen,1974,
15577,Emily Barclay,1984,
155783,Shari Headley,1964,
155792,Roz Ryan,1951,
15592,Llum Barrera,1968,
155934,Jay Karnes,1963,
155946,Robert Peters,1961,
155961,John Michael Bolger,1957,
155,Lucas Black,1982,
156029,William Shockley,1963,
156204,Constance Zimmer,1970,
15620,Alfred Ryder,1916,1995
156237,Kim Zimmer,1955,
15628,Paul Carr,1934,2006
156294,Paolo Seganti,1965,
1562,Iben Hjejle,1971,
156310,Beata Pozniak,1960,
156453,Brandon Maggart,1933,
15650,Michael Strong,1918,1980
156522,Matt Landers,1952,
15655,Kim Darby,1947,
15657,Vincent McEveety,1929,
156587,Ann Ryerson,1949,
156590,Currie Graham,1967,
156592,Nathan Davis,1917,2008
15659,Marianna Hill,1941,
156603,Marlene Warfield,1940,
15661,Clint Howard,1959,
15663,Joseph Sargent,1925,
156666,Jules Sylvester,1950,
15666,Victor Jory,1902,1982
156689,Jessica Tuck,1963,
15668,Andrew Prine,1936,
1566,Anders Hove,1956,
156703,Adele Malis-Morey,1927,2000
156739,Bernard White,1959,
15674,Hallie Eisenberg,1992,
15675,Alison Elliott,1970,
156768,Dana Gladstone,1945,
156813,Beulah Quo,1923,2002
156818,Gina Hecht,1953,
156819,Peter Ratray,1941,
15684,Paul Schneider,1976,
156869,Bob Minor,1944,
156875,Myndy Crist,1975,
156910,Karl Wiedergott,1969,
156925,Sydney Walsh,1961,
156927,Hayden Tank,1992,
15693,John Crawford,1920,2010
156962,Eric Stonestreet,1971,
157015,Michael McGrady,1960,
157054,Liane Curtis,1965,
157085,Vernee Watson-Johnson,1954,
157108,Alexandra Kyle,1988,
157121,Ric Mancini,1933,2006
157140,Carl Weintraub,1946,
157146,Barbara Eve Harris,1959,
157169,Christopher Allport,1947,2008
15730,Peter Morgan,1963,
15735,Helen Mirren,1945,
15736,Sylvia Syms,1934,
15737,Helen McCrory,1968,
15739,Alex Jennings,1957,
157412,Charles Esten,1965,
157439,Paula Kelly,1943,
157444,Stanley Brock,1931,1991
157452,Wil Albert,1930,
15746,Barbara Babcock,1937,
157488,Israel Juarbe,1963,
157507,J.J. Barry,1932,1990
157536,David Kaufman,1961,
157549,Diane Robin,1956,
15757,Ray Romano,1957,
157582,Bruce French,1945,
15758,Queen Latifah,1970,
15760,Josh Peck,1986,
157612,Paul Kent,1930,2011
15761,Grey DeLisle,1972,
15762,Tara Strong,1973,
157641,Jack Bannon,1940,
15765,John Colicos,1928,2000
157660,Paddi Edwards,1931,1999
157717,Tom Connolly,1870,1961
157730,Greg Yaitanes,1970,
15774,Chris Buck,1960,
15775,Kevin Lima,,
15778,Brian Pimental,,
1577,Richard Kelly,1975,
15780,Dan St. Pierre,,
157818,Kara Tointon,1983,
157847,Cress Williams,1968,
157865,Karen Maruyama,1958,
15788,Nigel Hawthorne,1929,2001
15789,Alex D. Linz,1989,
1578,Holmes Osborne,1947,
157904,A. J. Langer,1974,
157909,Chance Boyer,1970,
157936,James Sloyan,1940,
157942,Tuc Watkins,1966,
15798,Leslie Linka Glatter,,
157996,Rhoda Gemignani,1940,
15799,Lenny Von Dohlen,1958,
1579,Maggie Gyllenhaal,1977,
158052,Conrad Bachmann,1932,
158079,Richard Branson,1950,
158091,Lindsay Parker,1980,
158095,Jason Dohring,1982,
1580,Daveigh Chase,1990,
15810,Ron Clements,1953,
15811,John Musker,1953,
158124,Shane Sweet,1986,
15812,Roger Allers,,
158136,Naya Rivera,1987,
158152,Rick Lenz,1939,
158165,Rickey D'Shon Collins,1983,
1581,Mary McDonnell,1952,
158208,Alex Trebek,1940,
158230,Joseph Adams,1956,
15824,Chris Mulkey,1948,
158278,Patsy Smart,1918,1996
15827,Scott Weinger,1975,
158293,Jeremy Child,1944,
15829,Linda Larkin,1970,
1582,James Duval,1972,
15831,Frank Welker,1946,
15832,Gilbert Gottfried,1955,
15833,Douglas Seale,1913,1999
158377,Terry David Mulligan,1942,
15838,Lea Salonga,1971,
158459,Chris Owens,1961,
158484,Trevor White,1970,
15851,Amy Brenneman,1964,
15852,Ashley Judd,1968,
15853,Wes Studi,1947,
15854,Ted Levine,1957,
15857,James Booth,1927,2005
1585,Patience Cleveland,1931,2004
15860,Miguel Ferrer,1955,
15863,Don S. Davis,1942,2008
15864,Clarence Williams III,1939,
15865,Ian Buchanan,1957,
15868,Uli Edel,1947,
158698,April Lerman,1969,
15869,John Stephenson,1923,
15872,Martyn Burke,1952,
158733,Timothy Gibbs,1967,
158739,JoAnn Willette,1963,
15886,Julia Louis-Dreyfus,1961,
15887,Julia Ormond,1965,
15890,James Foley,1953,
15897,Larry the Cable Guy,1963,
15899,Jenifer Lewis,1957,
15900,Paul Dooley,1928,
15903,George Carlin,1937,2008
159047,Antony Alda,1956,2009
15905,Robyn Lively,1972,
159108,Larry Ward,1924,1985
15915,Sergio Rubini,1959,
15916,Fiorello,1960,
15917,Stefania Rocca,1971,
15918,Ivano Marescotti,1946,
15919,Anna Longhi,1934,
159261,Brent Sexton,1953,
159396,Stephanie Courtney,1970,
15942,Celia Lovsky,1897,1979
159456,Marc Vann,1954,
159485,Stephanie Romanov,1969,
15953,Keith Andes,1920,2005
159555,Frank Campanella,1919,2006
15956,David Soul,1943,
15961,Antoinette Bower,1932,
159658,Douglas Arthurs,1959,
159720,Matt Nolan,1970,
159729,Elmarie Wendel,1939,
15972,Reggie Nalder,1907,1991
15973,Julie Newmar,1933,
159753,Anita Morris,1943,1994
159755,Yakov Smirnoff,1951,
15978,Charles Drake,1917,1994
159850,Jack Gwaltney,1960,
159879,Joseph Lyle Taylor,1964,
159887,Tommy Hollis,1954,2001
15988,Charles Dierkop,1936,
1598,David St. James,1947,
15992,William Schallert,1922,
15993,Michael Pataki,1938,2010
159962,Kat Graham,1989,
159985,Haley Hudson,1986,
15998,Joseph Ruskin,1924,
160028,Al Michaels,1944,
160042,Bob Costas,1952,
160082,Justin Lazard,1967,
160111,Saffron Henderson,1965,
16021,Barbara Bouchet,1943,
160250,Dianne Kay,1952,
160263,Tom Smothers,1937,
16028,William Marshall,1924,2003
1602,Fele Martínez,1975,
16030,William Smithers,1927,
1603,Daniel Giménez Cacho,1961,
160414,Paul Rossilli,1948,
160474,Marc Alaimo,1942,
160494,Paul Stevens,1921,1986
1604,Lluís Homar,1957,
160546,Steve Landesberg,1936,2010
16059,Pamelyn Ferdin,1959,
16060,Brian Tochi,1959,
16063,David Frankham,1926,
1606,Francisco Boira,1971,
16071,Gregg Palmer,1927,
16074,Michael Ansara,1922,2013
1607,Juan Fernández,1956,
16089,Jason Evers,1922,2005
160942,Norman Wright,,
160947,Morgan Upton,1930,1991
160969,Lou Frizzell,1920,1979
16096,France Nuyen,1939,
160970,Ray Buktenica,1943,
16097,Jay Robinson,1930,
16103,Keye Luke,1904,1991
16106,David Hurst,1926,
16108,Lee Meriwether,1935,
1610,Javier Cámara,1967,
16119,Charles Napier,1936,2011
161285,Tony Epper,1938,2012
16131,Mariette Hartley,1940,
161360,Ed Bakey,1925,1988
16136,Hiroyuki Kitakubo,1963,
16137,Kenji Kamiyama,1966,
161405,Ron Soble,1932,2002
16142,Kazuchika Kise,,
161433,Mark Goddard,1936,
161439,Bibi Osterwald,1918,2002
161452,Bert Holland,1922,1980
16145,Youki Kudoh,1971,
16147,Joe Romersa,1956,
16148,Rebecca Forstadt,1953,
1614,Ang Lee,1954,
161650,Michael Tolan,1925,
16165,Jon Lovitz,1957,
16166,Hoyt Axton,1938,1999
16167,John Louie,1970,
16168,Don Steele,1936,1997
16170,Zach Galligan,1964,
16171,Phoebe Cates,1963,
16172,Donald Elson,1923,
16173,Belinda Balaski,1947,
161786,George Dunn,1914,1982
16178,Rick Baker,1950,
161795,Ahna Capri,1944,2010
16180,Robert Picardo,1953,
16181,Haviland Morris,1959,
16182,Jackie Joseph,1934,
16183,Gedde Watanabe,1955,
161860,Don Novello,1943,
16187,Jeannot Szwarc,1939,
161908,Peter White,1937,
161912,Suzanne Somers,1946,
161932,Jim Rash,1970,
161976,James Logan,1928,2001
16197,Ann Dusenberry,1953,
16199,Barry Coe,1934,
1619,Chow Yun-Fat,1955,
162007,Phil Rubenstein,1940,1992
16200,Susan French,1912,2003
16201,Donna Wilkes,1959,
16202,Gary Dubin,1959,
16203,John Dukakis,1958,
162052,John Achorn,1946,
162096,Julie McCullough,1965,
1620,Michelle Yeoh,1962,
162139,Fred McCarren,1951,2006
16213,Lance Guest,1960,
162149,Kyle Sabihy,1983,
16214,Mario Van Peebles,1957,
162152,Jeffrey Jacquet,1966,
16215,Karen Young,1958,
16216,Judith Barsi,1978,1988
16217,Lynn Whitfield,1953,
162235,Mike Gomez,1951,
1622,Chang Chen,1976,
162323,Terence McGovern,1942,
162398,Tony Slattery,1959,
1623,Sihung Lung,1930,2002
162489,Jake Wood,1972,
1624,Cheng Pei-pei,1946,
16250,Denis Moschitto,1977,
162605,Kathy Kinney,1954,
162606,Ryan Stiles,1959,
162610,Fred Stoller,1955,
162615,Seth Isler,1959,
162693,Lynn Swann,1952,
16269,Louis Garrel,1983,
162703,Regan Burns,1968,
162707,Jordan Marder,1973,
16270,Christopher Guard,1953,
16271,William Squire,1916,1989
162747,Kathryn Greenwood,1962,
16275,Norman Bird,1920,2005
162829,Anna Marie Goddard,1970,
16283,Seung-yeon Lee,1968,
162849,James Martin Kelly,1954,
16284,Jae Hee,1980,
16293,Anthony Heald,1944,
16294,Jonathan Demme,1944,
16298,Kenneth Utt,1921,1994
16302,Bob Einstein,1942,
16303,Celine Dion,1968,
16304,Brian Koppelman,,
16305,David Levien,,
16307,Maura Tierney,1965,
16309,Marianne Koch,1931,
16310,Wolfgang Lukschy,1905,1983
16311,José Calvo,1916,1980
16312,Sieghardt Rupp,1931,
16313,Antonio Prieto,1926,2011
16314,Margarita Lozano,1931,
16316,Daniel Martín,1935,2009
16318,Mario Brega,1923,1994
16327,Timothy Hutton,1960,
163280,Tim Considine,1940,
16328,Adam Brooks,1956,
163438,Steven Kozlowski,1977,2007
16349,Robin Renucci,1956,
16350,Jean-Pierre Kalfon,1938,
16356,Steve Bendelack,,
16358,Simon McBurney,1957,
163642,Michele Hicks,1973,
163671,Will Lyman,1948,
16373,Max Baldry,1996,
16374,Stéphane Debac,1973,
16376,Larry David,1947,
163773,Stephanie Seymour,1968,
163774,Reed Birney,1954,
16377,Jerry Seinfeld,1954,
163784,Seth Barrish,,
16378,Mary Harron,1953,
16380,Michael Graham Cox,1938,1995
16381,David Buck,1936,1989
16382,Peter Woodthorpe,1931,2004
16384,Ralph Bakshi,1938,
163866,Billy Griffith,1963,
16391,Julie Taymor,1952,
16395,Gregory Nava,1949,
1639,Emily Watson,1967,
164003,Matthew Arkin,1960,
16406,Patricia Reyes Spíndola,1953,
16407,Roger Rees,1944,
16408,Margarita Sanz,1954,
1640,Stellan Skarsgård,1951,
16410,Jules Bass,1935,
16411,"Arthur Rankin, Jr.",1924,
16412,William Conrad,1920,1994
164131,Fran Brill,1946,
16413,Brother Theodore,1906,2001
16417,Paul Frees,1920,1986
16418,Casey Kasem,1932,
1641,Katrin Cartlidge,1961,2002
164205,T.R. Knight,1973,
16420,Richard Boone,1917,1981
16421,Hans Conried,1917,1982
16422,Don Messick,1926,1997
164242,Darren Goldstein,1974,
16427,Enrique Castillo,1949,
16429,Jacob Vargas,1971,
1642,Jean-Marc Barr,1960,
16431,Sam Elliott,1944,
16433,James Gammon,1940,2010
164343,Kristin Griffith,1953,
16435,Julio Médem,1958,
164380,C.S. Lee,1971,
164388,Khan Baykal,1979,
164390,Joe Holt,1970,
1643,Adrian Rawlins,1958,
16441,Tristán Ulloa,1970,
16442,Najwa Nimri,1972,
164433,Lanette Ware,1968,
16443,Daniel Freire,1961,
16450,Sean Combs,1969,
164517,Leslie Denniston,1950,
164556,Peter Mochrie,1959,
16459,John McConnell,1958,
1645,Sandra Voe,1936,
16460,Marcus Lyle Brown,1970,
164618,Mike Erwin,1978,
164669,Rik Colitti,1934,2010
1646,Udo Kier,1944,
164712,Jerry Fujikawa,1912,1983
16475,Burt Reynolds,1936,
16476,Larry Drake,1950,
164770,Diana Chesney,1916,2004
16478,Johnny Galecki,1975,
16479,Andrew Lawrence,1988,
1647,Mikkel Gaup,1968,
16480,Peter Egan,1946,
16483,Sylvester Stallone,1946,
16484,Joey Lauren Adams,1968,
1648,Roef Ragas,1965,2007
164904,Rudolph Walker,1939,
164944,Stephanie Hodge,1979,
164945,Sarah Shahi,1980,
164,Lior Ashkenazi,1968,
16501,Milo Ventimiglia,1977,
16503,James Francis Kelly III,1989,
16504,Tony Burton,1937,
16505,A. J. Benza,1962,
16506,Henry G. Sanders,1942,
16507,Antonio Tarver,1968,
16508,Pedro Lovell,1945,
1650,François Truffaut,1932,1984
165111,Mary Alan Hokanson,1916,1994
16513,John G. Avildsen,1935,
16523,Burgess Meredith,1907,1997
16524,Thayer David,1927,1978
16525,Joe Spinell,1936,1989
165263,Anthony Azizi,1969,
16527,Bill Baldwin,1913,1982
165284,Alimi Ballard,1977,
16528,Al Silvani,1910,1996
16531,George O'Hanlon,1912,1989
1653,Jean-Pierre Léaud,1944,
165425,Sendhil Ramamurthy,1974,
16542,John Pleshette,1942,
16543,Stu Nahan,1926,2007
16544,Ted Kotcheff,1931,
1654,Claire Maurier,1929,
165545,Whitey Hughes,1920,2009
16554,Richard Crenna,1926,2003
165553,Phyllis Newman,1933,
16555,Bill McKinney,1931,2011
16556,Jack Starrett,1936,1989
16557,Michael Talbott,1955,
165584,James Almanzar,1934,2002
16558,John McLiam,1918,1994
1655,Albert Rémy,1911,1967
16560,David Caruso,1956,
165659,Virginia Peters,1924,1998
16566,George P. Cosmatos,1941,2005
165787,Rich Moore,1963,
16578,Julia Nickson,1958,
165867,Kid Rock,1971,
165898,Dick Tufeld,1926,2012
165899,Simon Cowell,1959,
16589,Peter MacDonald,,
1658,Georges Flamant,1903,1990
16590,Sheldon Lettich,1951,
165950,Amy Bruckner,1991,
165959,Gus Hoffman,1991,
166029,Dan Patrick,1956,
16604,Sasson Gabai,1947,
166075,Frank Orsatti,1942,2004
16607,Alon Aboutboul,1965,
16619,Mr. T,1952,
16620,Hulk Hogan,1953,
16621,Ian Fried,1974,
16623,Don Sherman,1932,2012
16624,Dennis James,1917,1997
166258,Malcolm Tierney,1938,
16628,Martin Compston,1984,
166291,Tony To,,
166298,Whit Hertford,1978,
166406,Ryan O'Donohue,1984,
16644,Dolph Lundgren,1957,
16647,Dominic Barto,1930,
166594,David Newsom,1962,
166598,Franklin Cover,1928,2006
1665,Eddie Marsan,1968,
16660,Sage Stallone,1976,2012
16662,Richard Gant,1944,
166645,Douglas Sills,1960,
166654,Ethan Sandler,1972,
166655,Jared Ward,1977,
16665,Michael Williams,1962,
16666,Kevin Connolly,1974,
166688,Jackie Geary,1977,
16669,Nicky Blair,1926,1998
1666,Julie Christie,1941,
16672,Ate de Jong,,
166772,Joy Behar,1942,
166788,Mark Ballou,1971,
166789,Dick Smothers,1939,
166790,Robert Fortier,1936,2005
166818,Jason Davis,1984,
166893,Brendan Kelly,1964,
166931,Nancy Kerrigan,1969,
166940,Cole Evan Weiss,1989,
166994,Jo Anne Worley,1937,
166999,Steve Hoefer,,
16700,Greg Wise,1966,
167080,James Lorinz,1964,
1670,Daniel Mays,1978,
167120,Jennifer Dundas,1971,
167139,Phil Abrams,1959,
16718,Cosma Shiva Hagen,1981,
167195,Theo Greenly,1985,
16720,Bernd Stegemann,1949,
167212,Deborah Theaker,1964,
167220,Camille LaChe Smith,1993,
167225,Verda Bridges,1961,
16722,Tim Wilde,1969,
167293,Rae Ritke,1969,
167345,Henderson Forsythe,1917,2006
167367,Scott Colomby,1952,
16743,Arnold Vosloo,1962,
16752,David Harewood,1965,
167561,John Cunningham,1932,
167565,Ron McLarty,1947,
16756,Jimi Mistry,1973,
16757,Sophia Loren,1934,
16758,Marius Weyers,1945,
16759,Martha Hyer,1924,
16762,Mimi Gibson,1948,
167640,Mayim Bialik,1975,
16764,Charles Herbert,1948,
167662,Ryan Seacrest,1974,
16767,Aki Kaurismäki,1957,
167689,Dyllan Christopher,1991,
167708,Garry Guerrier,1968,
167756,Dempsey Pappion,1979,
167825,Kim Rhodes,1969,
16782,Monica Bleibtreu,1944,2009
16783,Hannah Herzsprung,1981,
16785,Peter Webber,,
1678,Mitsuo Iwata,1967,
16790,Gaspard Ulliel,1984,
16792,Richard Leaf,1967,
167955,Rudy Sarzo,1950,
1679,Nozomu Sasaki,1967,
168014,Tsianina Joelson,1975,
168015,Marissa Jaret Winokur,1973,
16807,Natalia Avelon,1980,
16808,Matthias Schweighöfer,1981,
1680,Mami Koyama,1955,
168116,Asa Maynor,1939,
16814,Oliver Kalkofe,1965,
16815,Bastian Pastewka,1972,
1681,Tesshō Genda,1948,
168211,Charlie Callas,1927,2011
168265,Harley Venton,1953,
16826,Nick Romeo Reimann,1998,
16828,Chris Evans,1981,
16829,Todd Robinson,,
1682,Hiroshi Ohtake,1932,
168320,Louis Giambalvo,1945,
168323,Neil Giuntoli,1959,
16832,Tony Hawk,1968,
168330,Ben Lewin,,
16834,Allen Coulter,,
16837,Mark Steven Johnson,1964,
16839,Matt Long,1980,
16840,Raquel Alessi,1983,
16841,Brett Cullen,1956,
168423,Billy Van Zandt,1957,
16842,Stephen J. Anderson,1970,
16845,Nicole Sullivan,1970,
16846,Harland Williams,1962,
16847,Eli Roth,1972,
16848,Rob Zombie,1965,
1684,"RI, Kouran",1968,
16850,Rose McGowan,1973,
16851,Josh Brolin,1968,
16853,Jessie Nelson,,
16855,Mandy Moore,1984,
16856,Gabriel Macht,1972,
16857,Tom Everett Scott,1970,
168581,Holly Robinson Peete,1964,
16858,Lauren Graham,1967,
16859,Tammy Blanchard,1976,
16860,Miranda July,1974,
168610,Kathleen Munroe,1982,
168615,Joy Tanner,1966,
16861,John Hawkes,1959,
168632,Donal Donnelly,1931,2010
168638,Beatrice Winde,1924,2004
16863,Todd Haynes,1961,
168667,Jason Moore,,
16866,Jennifer Lopez,1969,
16867,Luis Tosar,1971,
168702,Huey Lewis,1950,
16870,Celso Bugallo,1947,
168752,Robert Clark,1987,
168771,Ho Chow,1956,
168798,Josh Schwartz,1976,
168846,Samantha Quan,1975,
168875,Gary Weeks,1972,
16888,Ralph Nelson,1916,1987
168897,Lacey Beeman,1900,
168962,Spencer Daniels,1992,
16896,James Garner,1928,2014
16897,Sidney Poitier,1927,
168993,Emily Montague,1984,
169024,Melinda Page Hamilton,1974,
169077,Pippa Pearthree,1956,
16919,Olivier Dahan,1967,
169200,Phyllis Smith,1951,
169202,John Harrington Bland,1968,
16921,Clotilde Courau,1969,
16922,Jean-Paul Rouve,1967,
16923,Pascal Greggory,1953,
16926,Catherine Allégret,1946,
16927,Gérard Depardieu,1948,
169292,David Marciano,1960,
169337,Katherine LaNasa,1966,
16935,Geena Davis,1956,
16936,Stan Shaw,1952,
16937,Rex Linn,1956,
16938,Renny Harlin,1959,
16939,Michael Tolkin,1950,
16940,Jeremy Irons,1948,
169476,Jud Tylor,1979,
169586,Vanessa Marcil,1968,
16959,Jonathan Dayton,1957,
16960,Valerie Faris,1958,
16962,Jang Dong-gun,1972,
169672,Jesse Burch,1970,
169705,Ellis Williams,1951,
16970,Ivana Baquero,1994,
16971,Maribel Verdú,1970,
16972,Sergi López,1965,
16973,Icíar Bollaín,1967,
169893,Amick Byram,1955,
169915,Warren Burton,1944,
169920,Leon Russom,1941,
169,Hanns Zischler,1947,
17005,Doug Jones,1960,
17006,Ariadna Gil,1969,
170103,Scott Kraft,1959,
17010,Tobi Baumann,,
170152,Gigi Rice,1965,
17016,Neil Jordan,1950,
170185,Gregg Binkley,1963,
17019,Laurence Kinlan,1983,
170214,Kimberly Cullum,1981,
170230,Tristan Tait,1971,
170237,Frazer Smith,1955,
170257,Garfield Morgan,1931,2009
170302,Gary Anthony Williams,1966,
170306,Jodi Thelen,1962,
170313,Trevor Einhorn,1988,
17033,Eric Callero,1982,
170348,Rae Allen,1926,
170364,Tom Papa,1968,
170376,James Shanklin,1957,
17039,Nick Offerman,1970,
17040,Matthew Carey,1980,
170468,Ted Nugent,1948,
17046,Gary Winick,1961,2011
170491,Anastasia Sakelaris,1971,
1704,Gore Verbinski,1964,
17051,James Franco,1978,
17052,Topher Grace,1978,
17053,Annika Blendl,1981,
170604,Ben Erway,1892,1981
17064,Ben Whishaw,1980,
17067,Karoline Herfurth,1984,
170680,Peter Van Norden,1950,
17068,Jessica Schwarz,1977,
17070,Paul Berrondo,1967,
1707,Stuart Beattie,,
170802,Bob Barker,1923,
170804,Peggy Stewart,1923,
170820,Ben Falcone,,
170874,Fabio,1959,
17087,Michael Moore,1954,
170880,Jennifer Hall,1977,
170883,Cody Klop,1993,
17088,Ana López Mercado,1981,
170898,Alvin Epstein,1925,
170906,Tonya Pinkins,1962,
170921,Baxter Harris,1940,
17093,Eduardo Noriega,1973,
17094,Federico Luppi,1936,
170954,Johann Carlo,1957,
17095,Fernando Tielve,1986,
170970,Rex Everhart,1920,2000
170977,Stephen Mailer,1966,
1709,Jack Davenport,1973,
171005,Marilyn Rockafellow,1939,
171029,Billie Allen,1925,
171075,Chandra Wilson,1969,
1710,Lee Arenberg,1962,
17114,John Cameron Mitchell,1963,
17119,Sungsu Kim,,
1711,Mackenzie Crook,1971,
17120,Jung Woo-Sung,1973,
17122,Joo Jin-Mo,1974,
17123,Darren Boyd,1971,
171264,Ellen Parker,1949,
171271,Roberta Wallach,1955,
1712,Damian O'Hare,1977,
17140,Abigail Breslin,1996,
17141,Greg Kinnear,1963,
17142,Paul Dano,1984,
171522,Anthony Ruivivar,1970,
1715,David Bailie,1937,
17161,Ann Firbank,1933,
171652,Michael Cumpsty,1960,
171673,Kathleen McNenny,1962,
17167,Andy Tennant,,
171719,Vincent Curatola,1953,
171747,John Costelloe,1961,2008
17178,Patrick Wilson,1973,
17179,Gregg Edelman,1958,
17181,Ty Simpkins,2001,
17183,Jackie Earle Haley,1961,
17187,Trini Alvarado,1967,
171886,Frank Deal,1958,
17190,Erik Per Sullivan,1991,
17191,Sarah G. Buxton,1965,
17198,Megan Dodds,1970,
17199,Corey Johnson,1961,
17200,Bill Smitrovich,1947,
172103,Victoria Dillard,1969,
172150,Alex Manette,1969,
172201,Wayne Thomas Yorke,1961,
17225,Michelle Johnson,1965,
172280,Elsa Raven,1935,
17236,A.J. Cook,1978,
172388,Meredith Eaton,1974,
17239,Chelse Swain,1983,
1723,Walter Hill,1942,
17242,Robert Schwartzman,1982,
17243,Jonathan Tucker,1982,
17244,Hayden Christensen,1981,
17245,Benjamin McKenzie,1978,
1724,Roger Spottiswoode,1945,
172559,Elizabeth Hoffman,1927,
172569,Gary Sandy,1945,
17257,Elina Löwensohn,1966,
17258,Kerry Fox,1966,
17259,Ashley Artus,1971,
17265,Hayden Panettiere,1989,
172664,Rondi Reed,1952,
17266,Wolfgang Völz,1930,
17268,Ronny Yu,,
1726,Steven E. de Souza,1947,
172705,Richard Easton,1933,
17270,Allison Miller,1985,
17271,Brandon Routh,1979,
172734,Don Yesso,1954,
17273,Masi Oka,1974,
17276,Gerard Butler,1969,
172790,Anna-Louise Plowman,1972,
17279,E. Elias Merhige,1964,
17281,Mike Hodges,1932,
17282,Takashi Miike,1960,
17283,Rupert Evans,1977,
17286,Lena Headey,1973,
172871,Colin Corrigan,1971,
17287,Dominic West,1969,
17288,Michael Fassbender,1977,
17289,Rodrigo Santoro,1975,
17290,Andrew Tiernan,1965,
172915,Noah Danby,1974,
17291,Andrew Pleavin,1968,
17292,Tom Wisdom,1973,
172935,Lloyd Owen,1966,
17294,Tyler Neitzel,1991,
172953,Robert Bridges,1938,1988
172984,Don MacKinnon,,
172,Michael Winterbottom,1961,
173004,Clément Virgo,,
17302,Noah Gray-Cabey,1995,
17303,Ali Larter,1976,
17304,Adrian Pasdar,1965,
17305,Greg Grunberg,1966,
17306,Zachary Quinto,1977,
17309,Greg Beeman,,
173150,Roma Downey,1960,
173263,Jill Whelan,1966,
17328,Rufus Sewell,1967,
17329,Neil Burger,,
17338,Vanilla Ice,1967,
1733,Nick Nolte,1941,
17341,Amaury Nolasco,1970,
17342,Paul Adelstein,1969,
173431,Bruce Allpress,1930,
17343,Robert Knepper,1959,
17345,Rockmond Dunbar,1973,
17346,Robin Tunney,1972,
17347,Marshall Allman,1984,
17348,Muse Watson,1948,
1734,Annette O'Toole,1952,
17350,Kevin Macdonald,1967,
17351,Larry Bryggman,1938,
17352,Marianne Jean-Baptiste,1967,
17353,Matthew Marsh,1954,
17355,Michael Paul Chan,1950,
17356,Garrick Hagon,1939,
1735,Frank McRae,1942,
173667,Julian Farino,,
173668,Peter Sullivan,1964,
1736,James Remar,1953,
17373,Jürgen Vogel,1968,
173756,E.E. Bell,1955,
1737,David Patrick Kelly,1951,
17380,Jay Chou,1979,
17386,Laurent Cantet,1961,
17396,Timothy Carhart,1953,
17397,Callie Khouri,1957,
173994,Marc Musso,1995,
173995,Drew Powell,1976,
1739,James Keane,1952,
174012,Brian Beacock,1966,
17401,Stephen Root,1951,
17402,Ron Livingston,1967,
17403,Mike Judge,1962,
17413,Julio Oscar Mechoso,1955,
17414,Jill Talley,1962,
17419,Bryan Cranston,1956,
17421,Wallace Langham,1965,
174241,Terrence Currier,1934,
1742,Margot Rose,1956,
17439,Mike Mills,1966,
1743,Denise Crosby,1957,
17441,Lou Taylor Pucci,1985,
17442,Kelli Garner,1984,
17444,Corey Haim,1971,2010
174462,Lara Jill Miller,1967,
17447,Terry Zwigoff,1949,
17449,Bob Stephenson,1967,
1744,Robert Wise,1914,2005
174514,Annie Mumolo,1973,
174520,Jerome Willis,1928,
174571,Pat Mastroianni,1971,
17458,Abdellatif Kechiche,1960,
174639,Sudie Bond,1928,1984
174653,Roger Wilson,1956,
174661,Robin Ignico,1970,
174713,Tiana Benjamin,1984,
17477,Harriet Walter,1950,
174794,Kirk Trutner,1961,
174838,Gloria Allred,1941,
17483,Michael Maloney,1957,
17484,Dermot Crowley,1947,
174857,Janet DeMay,1957,
17485,Oliver Platt,1960,
17486,Alison Pill,1985,
17487,John Gallagher Jr.,1984,
17488,Alice Drummond,1928,
174894,Ben Lemon,1955,
1748,William Shatner,1931,
174906,Shelly Desai,1935,
17490,"Isiah Whitlock, Jr.",1954,
174917,Stephen Kay,,
17494,Dennis Dugan,1946,
17495,Martha Plimpton,1970,
17496,Jacques Audiard,1952,
174978,Belinda Stewart-Wilson,1971,
17497,Romain Duris,1974,
